session,iso3c,Countryname,USAgree,ChinaAgree
31,LBR,Liberia,0.25,0.7903226
32,LBR,Liberia,0.3820225,0.7741935
33,LBR,Liberia,0.3655914,0.8873239
34,LBR,Liberia,0.3076923,0.9278351
35,LBR,Liberia,0.2150538,0.902439
36,LBR,Liberia,0.1742424,0.8632479
37,LBR,Liberia,0.1543624,0.9242424
38,LBR,Liberia,0.1782946,0.8189655
39,LBR,Liberia,0.1324503,0.8027211
40,LBR,Liberia,0.170068,0.7724138
41,LBR,Liberia,0.1879195,0.7364865
42,LBR,Liberia,0.1532847,0.7941176
43,LBR,Liberia,0.1221374,0.8031496
44,LBR,Liberia,0.08928571,0.8909091
46,LBR,Liberia,0.1492537,0.8939394
47,LBR,Liberia,0.1666667,0.8245614
50,LBR,Liberia,1.0,1.0
51,LBR,Liberia,0.2545455,0.7454545
52,LBR,Liberia,0.1971831,0.8
59,LBR,Liberia,0.08474576,0.8275862
60,LBR,Liberia,0.09803922,0.9607843
61,LBR,Liberia,0.1044776,0.8636364
62,LBR,Liberia,0.1428571,0.8363636
63,LBR,Liberia,0.173913,0.8208955
64,LBR,Liberia,0.1587302,0.7777778
65,LBR,Liberia,0.15625,0.84375
66,LBR,Liberia,0.2580645,0.8225806
67,LBR,Liberia,0.2089552,0.7692308
68,LBR,Liberia,0.1896552,0.8275862
69,LBR,Liberia,0.2,0.7837838
70,LBR,Liberia,0.2253521,0.6478873
71,LBR,Liberia,0.3181818,0.6769231
72,LBR,Liberia,0.234375,0.765625
73,LBR,Liberia,0.2297297,0.5416667
74,LBR,Liberia,0.3478261,0.5333333
75,LBR,Liberia,0.3606557,0.5932203
76,LBR,Liberia,0.4444444,0.6222222
77,LBR,Liberia,0.8245614,0.3035714
78,LBR,Liberia,0.6315789,0.5263158
16,SLE,Sierra Leone,0.3478261,
17,SLE,Sierra Leone,0.25,
18,SLE,Sierra Leone,0.4074074,
20,SLE,Sierra Leone,0.275,
21,SLE,Sierra Leone,0.2,
22,SLE,Sierra Leone,0.5272727,
23,SLE,Sierra Leone,0.3541667,
24,SLE,Sierra Leone,0.3333333,
25,SLE,Sierra Leone,0.28125,
26,SLE,Sierra Leone,0.4148936,0.6388889
27,SLE,Sierra Leone,0.3181818,0.8507463
28,SLE,Sierra Leone,0.25,0.8153846
29,SLE,Sierra Leone,0.2878788,0.8518519
30,SLE,Sierra Leone,0.2622951,0.7142857
31,SLE,Sierra Leone,0.2195122,0.8507463
32,SLE,Sierra Leone,0.3563218,0.8688525
33,SLE,Sierra Leone,0.3703704,0.9178082
34,SLE,Sierra Leone,0.2844828,0.9148936
35,SLE,Sierra Leone,0.25,0.9404762
36,SLE,Sierra Leone,0.1654135,0.8974359
37,SLE,Sierra Leone,0.1103896,0.8759124
38,SLE,Sierra Leone,0.1319444,0.870229
39,SLE,Sierra Leone,0.09589041,0.8521127
40,SLE,Sierra Leone,0.1486486,0.8630137
41,SLE,Sierra Leone,0.1621622,0.8503401
42,SLE,Sierra Leone,0.1021898,0.8962963
43,SLE,Sierra Leone,0.1136364,0.9133858
44,SLE,Sierra Leone,0.1061947,0.9279279
45,SLE,Sierra Leone,0.1428571,0.9285714
46,SLE,Sierra Leone,0.137931,0.9464286
47,SLE,Sierra Leone,0.1166667,0.862069
48,SLE,Sierra Leone,0.1290323,0.9
49,SLE,Sierra Leone,0.2931034,0.8392857
50,SLE,Sierra Leone,0.1864407,0.8421053
51,SLE,Sierra Leone,0.2676056,0.7887324
52,SLE,Sierra Leone,0.2352941,0.8358209
53,SLE,Sierra Leone,0.2033898,0.7894737
54,SLE,Sierra Leone,0.2,0.7166667
55,SLE,Sierra Leone,0.2241379,0.862069
56,SLE,Sierra Leone,0.1269841,0.8571429
57,SLE,Sierra Leone,0.1186441,0.877193
58,SLE,Sierra Leone,0.1777778,0.8409091
59,SLE,Sierra Leone,0.1,0.8695652
60,SLE,Sierra Leone,0.1,0.9310345
61,SLE,Sierra Leone,0.07058824,0.8554217
62,SLE,Sierra Leone,0.06666667,0.8135593
63,SLE,Sierra Leone,0.05263158,0.7368421
64,SLE,Sierra Leone,0.1458333,0.9166667
65,SLE,Sierra Leone,0.2075472,0.8653846
66,SLE,Sierra Leone,0.1896552,0.8793103
67,SLE,Sierra Leone,0.1636364,0.7924528
68,SLE,Sierra Leone,0.1666667,0.85
69,SLE,Sierra Leone,0.2222222,0.8055556
70,SLE,Sierra Leone,0.1818182,0.8837209
71,SLE,Sierra Leone,0.2753623,0.6911765
72,SLE,Sierra Leone,0.1547619,0.8214286
73,SLE,Sierra Leone,0.1463415,0.8
74,SLE,Sierra Leone,0.137931,0.8235294
75,SLE,Sierra Leone,0.1609195,0.8352941
76,SLE,Sierra Leone,0.1666667,0.8358209
77,SLE,Sierra Leone,0.2987013,0.7763158
78,SLE,Sierra Leone,0.2933333,0.7297297
11,GHA,Ghana,1.0,
12,GHA,Ghana,0.34375,
13,GHA,Ghana,0.4545455,
14,GHA,Ghana,0.3148148,
15,GHA,Ghana,0.2815534,
16,GHA,Ghana,0.2465753,
17,GHA,Ghana,0.2173913,
18,GHA,Ghana,0.4137931,
20,GHA,Ghana,0.25,
21,GHA,Ghana,0.4489796,
22,GHA,Ghana,0.4210526,
23,GHA,Ghana,0.28,
24,GHA,Ghana,0.325,
25,GHA,Ghana,0.2769231,
26,GHA,Ghana,0.4871795,0.5833333
27,GHA,Ghana,0.377551,0.72
28,GHA,Ghana,0.2988506,0.7681159
29,GHA,Ghana,0.2753623,0.7884615
30,GHA,Ghana,0.2537313,0.826087
31,GHA,Ghana,0.2307692,0.859375
32,GHA,Ghana,0.3522727,0.9016393
33,GHA,Ghana,0.4,0.939759
34,GHA,Ghana,0.2583333,0.9183673
35,GHA,Ghana,0.2659574,0.9220779
36,GHA,Ghana,0.1908397,0.8956522
37,GHA,Ghana,0.1202532,0.8865248
38,GHA,Ghana,0.1448276,0.8712121
39,GHA,Ghana,0.1059603,0.8571429
40,GHA,Ghana,0.1231884,0.8382353
41,GHA,Ghana,0.16,0.8456376
42,GHA,Ghana,0.1037037,0.887218
43,GHA,Ghana,0.07575758,0.9212598
44,GHA,Ghana,0.07142857,0.9272727
45,GHA,Ghana,0.1309524,0.9285714
46,GHA,Ghana,0.0952381,0.8852459
47,GHA,Ghana,0.1272727,0.8846154
48,GHA,Ghana,0.1525424,0.8596491
49,GHA,Ghana,0.2295082,0.9152542
50,GHA,Ghana,0.1851852,0.8974359
51,GHA,Ghana,0.2027027,0.8918919
52,GHA,Ghana,0.1884058,0.9411765
53,GHA,Ghana,0.171875,0.8225806
54,GHA,Ghana,0.1515152,0.8030303
55,GHA,Ghana,0.2089552,0.8656716
56,GHA,Ghana,0.1449275,0.8529412
57,GHA,Ghana,0.1216216,0.8611111
58,GHA,Ghana,0.1333333,0.8783784
59,GHA,Ghana,0.08695652,0.884058
60,GHA,Ghana,0.08219178,0.8767123
61,GHA,Ghana,0.07777778,0.8522727
62,GHA,Ghana,0.07594937,0.8589744
63,GHA,Ghana,0.08,0.7945205
64,GHA,Ghana,0.1343284,0.8656716
65,GHA,Ghana,0.140625,0.875
66,GHA,Ghana,0.1967213,0.852459
67,GHA,Ghana,0.2093023,0.7804878
68,GHA,Ghana,0.173913,0.8478261
69,GHA,Ghana,0.1971831,0.8169014
70,GHA,Ghana,0.2424242,0.6923077
71,GHA,Ghana,0.2463768,0.6764706
72,GHA,Ghana,0.1791045,0.7462687
73,GHA,Ghana,0.1162791,0.7142857
74,GHA,Ghana,0.1363636,0.7209302
75,GHA,Ghana,0.1794872,0.75
76,GHA,Ghana,0.1690141,0.8028169
77,GHA,Ghana,0.308642,0.7375
78,GHA,Ghana,0.2560976,0.7283951
15,TGO,Togo,0.2857143,
16,TGO,Togo,0.3235294,
17,TGO,Togo,0.2682927,
18,TGO,Togo,0.4444444,
20,TGO,Togo,0.4210526,
21,TGO,Togo,0.36,
22,TGO,Togo,0.4814815,
23,TGO,Togo,0.42,
24,TGO,Togo,0.4047619,
25,TGO,Togo,0.4375,
26,TGO,Togo,0.3628319,0.7708333
27,TGO,Togo,0.3838384,0.75
28,TGO,Togo,0.2954545,0.8235294
29,TGO,Togo,0.2424242,0.8431373
30,TGO,Togo,0.2698413,0.8372093
31,TGO,Togo,0.1927711,0.8550725
32,TGO,Togo,0.3555556,0.8888889
33,TGO,Togo,0.3781513,0.9146341
34,TGO,Togo,0.2833333,0.9191919
35,TGO,Togo,0.255102,0.9382716
36,TGO,Togo,0.1804511,0.9487179
37,TGO,Togo,0.1464968,0.9007092
38,TGO,Togo,0.1554054,0.8666667
39,TGO,Togo,0.1059603,0.8571429
40,TGO,Togo,0.1533333,0.8581081
41,TGO,Togo,0.1655629,0.8466667
42,TGO,Togo,0.1214286,0.8768116
43,TGO,Togo,0.07692308,0.888
44,TGO,Togo,0.09009009,0.8807339
45,TGO,Togo,0.1566265,0.9156627
46,TGO,Togo,0.1527778,0.9
47,TGO,Togo,0.1690141,0.8088235
48,TGO,Togo,0.125,0.8870968
49,TGO,Togo,0.2205882,0.8787879
50,TGO,Togo,0.1772152,0.8947368
51,TGO,Togo,0.2253521,0.8591549
52,TGO,Togo,0.2,0.8695652
53,TGO,Togo,0.2222222,0.7868852
54,TGO,Togo,0.2272727,0.7575758
55,TGO,Togo,0.1969697,0.8939394
56,TGO,Togo,0.119403,0.8955224
57,TGO,Togo,0.109589,0.915493
58,TGO,Togo,0.12,0.9189189
59,TGO,Togo,0.1014493,0.9117647
60,TGO,Togo,0.09459459,0.9054054
61,TGO,Togo,0.08235294,0.9166667
62,TGO,Togo,0.05128205,0.9090909
63,TGO,Togo,0.09210526,0.8513514
64,TGO,Togo,0.1384615,0.8769231
65,TGO,Togo,0.1384615,0.859375
66,TGO,Togo,0.21875,0.875
67,TGO,Togo,0.2028986,0.6865672
68,TGO,Togo,0.15625,0.796875
69,TGO,Togo,0.2077922,0.7368421
70,TGO,Togo,0.1594203,0.6231884
71,TGO,Togo,0.2631579,0.56
72,TGO,Togo,0.1777778,0.6222222
73,TGO,Togo,0.1521739,0.6222222
74,TGO,Togo,0.1555556,0.6477273
75,TGO,Togo,0.1684211,0.6451613
76,TGO,Togo,0.2112676,0.6805556
77,TGO,Togo,0.2528736,0.627907
78,TGO,Togo,0.2261905,0.6024096
15,CMR,Cameroon,0.5064935,
16,CMR,Cameroon,0.5142857,
17,CMR,Cameroon,0.4,
18,CMR,Cameroon,0.4,
20,CMR,Cameroon,0.2432432,
21,CMR,Cameroon,0.24,
22,CMR,Cameroon,0.2075472,
23,CMR,Cameroon,0.3125,
24,CMR,Cameroon,0.3571429,
25,CMR,Cameroon,0.359375,
26,CMR,Cameroon,0.3451327,0.7708333
27,CMR,Cameroon,0.3333333,0.8142857
28,CMR,Cameroon,0.2359551,0.826087
29,CMR,Cameroon,0.2739726,0.8727273
30,CMR,Cameroon,0.2647059,0.8333333
31,CMR,Cameroon,0.2142857,0.8529412
32,CMR,Cameroon,0.3707865,0.9032258
33,CMR,Cameroon,0.375,0.9411765
34,CMR,Cameroon,0.2975207,0.8787879
35,CMR,Cameroon,0.2427184,0.8953488
36,CMR,Cameroon,0.1666667,0.9224138
37,CMR,Cameroon,0.1354839,0.9057971
38,CMR,Cameroon,0.147651,0.9044118
39,CMR,Cameroon,0.1094891,0.8421053
40,CMR,Cameroon,0.1677852,0.8027211
41,CMR,Cameroon,0.1621622,0.7142857
42,CMR,Cameroon,0.1521739,0.7925926
43,CMR,Cameroon,0.1157025,0.8632479
44,CMR,Cameroon,0.09821429,0.9181818
45,CMR,Cameroon,0.1707317,0.9268293
46,CMR,Cameroon,0.1449275,0.8955224
47,CMR,Cameroon,0.1111111,0.8405797
48,CMR,Cameroon,0.15,0.862069
49,CMR,Cameroon,0.2238806,0.8615385
50,CMR,Cameroon,0.1975309,0.8461538
51,CMR,Cameroon,0.2318841,0.8405797
52,CMR,Cameroon,0.1884058,0.8550725
53,CMR,Cameroon,0.1833333,0.7627119
54,CMR,Cameroon,0.1587302,0.7619048
55,CMR,Cameroon,0.2321429,0.8571429
56,CMR,Cameroon,0.1372549,0.8235294
57,CMR,Cameroon,0.1311475,0.8474576
58,CMR,Cameroon,0.1384615,0.703125
59,CMR,Cameroon,0.1285714,0.6086957
60,CMR,Cameroon,0.1176471,0.6911765
61,CMR,Cameroon,0.07692308,0.6973684
62,CMR,Cameroon,0.07246377,0.6323529
63,CMR,Cameroon,0.09459459,0.5277778
64,CMR,Cameroon,0.1230769,0.5538462
65,CMR,Cameroon,0.1384615,0.578125
66,CMR,Cameroon,0.1967213,0.5245902
67,CMR,Cameroon,0.2205882,0.5151515
68,CMR,Cameroon,0.1694915,0.5423729
69,CMR,Cameroon,0.2051282,0.6233766
70,CMR,Cameroon,0.1714286,0.5
71,CMR,Cameroon,0.2465753,0.5555556
72,CMR,Cameroon,0.1944444,0.6111111
73,CMR,Cameroon,0.1222222,0.5909091
74,CMR,Cameroon,0.125,0.6395349
75,CMR,Cameroon,0.1333333,0.6363636
76,CMR,Cameroon,0.2162162,0.6351351
77,CMR,Cameroon,0.2597403,0.6052632
78,CMR,Cameroon,0.2375,0.5822785
15,NGA,Nigeria,0.3516484,
16,NGA,Nigeria,0.369863,
17,NGA,Nigeria,0.3043478,
18,NGA,Nigeria,0.3548387,
20,NGA,Nigeria,0.2820513,
21,NGA,Nigeria,0.26,
22,NGA,Nigeria,0.2363636,
23,NGA,Nigeria,0.2888889,
24,NGA,Nigeria,0.3170732,
25,NGA,Nigeria,0.2121212,
26,NGA,Nigeria,0.3760684,0.787234
27,NGA,Nigeria,0.3232323,0.7894737
28,NGA,Nigeria,0.2298851,0.7714286
29,NGA,Nigeria,0.2816901,0.7962963
30,NGA,Nigeria,0.1896552,0.8461538
31,NGA,Nigeria,0.1975309,0.8484848
32,NGA,Nigeria,0.3146067,0.8709677
33,NGA,Nigeria,0.3613445,0.9036145
34,NGA,Nigeria,0.2844828,0.9375
35,NGA,Nigeria,0.2020202,0.9294118
36,NGA,Nigeria,0.1804511,0.9401709
37,NGA,Nigeria,0.1176471,0.9051095
38,NGA,Nigeria,0.1689189,0.8814815
39,NGA,Nigeria,0.09333333,0.8767123
40,NGA,Nigeria,0.1390728,0.8456376
41,NGA,Nigeria,0.1323529,0.8518519
42,NGA,Nigeria,0.1021898,0.8888889
43,NGA,Nigeria,0.09774436,0.921875
44,NGA,Nigeria,0.09009009,0.9449541
45,NGA,Nigeria,0.1428571,0.9285714
46,NGA,Nigeria,0.1449275,0.9402985
47,NGA,Nigeria,0.1449275,0.8636364
48,NGA,Nigeria,0.1451613,0.8166667
49,NGA,Nigeria,0.2352941,0.8484848
50,NGA,Nigeria,0.1578947,0.9041096
51,NGA,Nigeria,0.2083333,0.9166667
52,NGA,Nigeria,0.1857143,0.9130435
53,NGA,Nigeria,0.1904762,0.7868852
54,NGA,Nigeria,0.2238806,0.7462687
55,NGA,Nigeria,0.1969697,0.8636364
56,NGA,Nigeria,0.1492537,0.8484848
57,NGA,Nigeria,0.1216216,0.9014085
58,NGA,Nigeria,0.1315789,0.88
59,NGA,Nigeria,0.08571429,0.9285714
60,NGA,Nigeria,0.1081081,0.8648649
61,NGA,Nigeria,0.09195402,0.8352941
62,NGA,Nigeria,0.07594937,0.8589744
63,NGA,Nigeria,0.08955224,0.8461538
64,NGA,Nigeria,0.1212121,0.9090909
65,NGA,Nigeria,0.1290323,0.8688525
66,NGA,Nigeria,0.2352941,0.8235294
67,NGA,Nigeria,0.1884058,0.8208955
68,NGA,Nigeria,0.1587302,0.8730159
69,NGA,Nigeria,0.1688312,0.8684211
70,NGA,Nigeria,0.1527778,0.7746479
71,NGA,Nigeria,0.1866667,0.7297297
72,NGA,Nigeria,0.1609195,0.816092
73,NGA,Nigeria,0.1764706,0.746988
74,NGA,Nigeria,0.1573034,0.8045977
75,NGA,Nigeria,0.1473684,0.7526882
76,NGA,Nigeria,0.1486486,0.7866667
77,NGA,Nigeria,0.2727273,0.75
78,NGA,Nigeria,0.2361111,0.6619718
15,GAB,Gabon,0.5108696,
16,GAB,Gabon,0.4791667,
17,GAB,Gabon,0.4642857,
18,GAB,Gabon,0.55,
20,GAB,Gabon,0.4210526,
21,GAB,Gabon,0.2564103,
22,GAB,Gabon,0.3137255,
23,GAB,Gabon,0.5365854,
24,GAB,Gabon,0.5172414,
25,GAB,Gabon,0.5769231,
26,GAB,Gabon,0.4939759,0.6052632
27,GAB,Gabon,0.3736264,0.7714286
28,GAB,Gabon,0.2857143,0.8484848
29,GAB,Gabon,0.2285714,0.7741935
30,GAB,Gabon,0.372549,0.6388889
31,GAB,Gabon,0.2125,0.8181818
32,GAB,Gabon,0.3483146,0.8870968
33,GAB,Gabon,0.4173913,0.804878
34,GAB,Gabon,0.2605042,0.8484848
35,GAB,Gabon,0.2043011,0.8518519
36,GAB,Gabon,0.1937984,0.9035088
37,GAB,Gabon,0.1483871,0.9057971
38,GAB,Gabon,0.1597222,0.9015152
39,GAB,Gabon,0.1133333,0.8767123
40,GAB,Gabon,0.1409396,0.877551
41,GAB,Gabon,0.1621622,0.829932
42,GAB,Gabon,0.1119403,0.9015152
43,GAB,Gabon,0.1,0.928
44,GAB,Gabon,0.07142857,0.9375
45,GAB,Gabon,0.1547619,0.9285714
46,GAB,Gabon,0.1549296,0.9275362
47,GAB,Gabon,0.1714286,0.8358209
48,GAB,Gabon,0.1836735,0.8510638
49,GAB,Gabon,0.2878788,0.765625
50,GAB,Gabon,0.1973684,0.8219178
51,GAB,Gabon,0.2333333,0.8
52,GAB,Gabon,0.1666667,0.9
53,GAB,Gabon,0.1636364,0.7962963
54,GAB,Gabon,0.0952381,0.9285714
55,GAB,Gabon,0.1666667,0.9
56,GAB,Gabon,0.1724138,0.8421053
57,GAB,Gabon,0.08333333,0.8478261
58,GAB,Gabon,0.1323529,0.8955224
59,GAB,Gabon,0.09090909,0.9230769
60,GAB,Gabon,0.08333333,0.95
61,GAB,Gabon,0.06578947,0.9333333
62,GAB,Gabon,0.05797101,0.9411765
63,GAB,Gabon,0.02222222,0.9111111
64,GAB,Gabon,0.03030303,0.9090909
65,GAB,Gabon,0.1290323,0.8709677
66,GAB,Gabon,0.2564103,0.7692308
67,GAB,Gabon,0.1636364,0.7735849
68,GAB,Gabon,0.1956522,0.8478261
69,GAB,Gabon,0.1153846,0.7777778
70,GAB,Gabon,0.2142857,0.7681159
71,GAB,Gabon,0.1923077,0.6538462
72,GAB,Gabon,0.1666667,0.7638889
73,GAB,Gabon,0.1285714,0.75
74,GAB,Gabon,0.1162791,0.8214286
75,GAB,Gabon,0.16,0.7837838
76,GAB,Gabon,0.2,0.7636364
77,GAB,Gabon,0.2337662,0.7763158
78,GAB,Gabon,0.2727273,0.7236842
15,CAF,Central African Republic,0.4329897,
16,CAF,Central African Republic,0.4142857,
17,CAF,Central African Republic,0.2647059,
18,CAF,Central African Republic,0.5333333,
20,CAF,Central African Republic,0.3421053,
21,CAF,Central African Republic,0.4468085,
22,CAF,Central African Republic,0.3396226,
23,CAF,Central African Republic,0.36,
24,CAF,Central African Republic,0.3333333,
25,CAF,Central African Republic,0.220339,
26,CAF,Central African Republic,0.5046729,0.3829787
27,CAF,Central African Republic,0.3636364,0.7462687
28,CAF,Central African Republic,0.4027778,0.754717
29,CAF,Central African Republic,0.3538462,0.7959184
30,CAF,Central African Republic,0.5,0.3
31,CAF,Central African Republic,0.2698413,0.68
32,CAF,Central African Republic,0.35,0.7962963
33,CAF,Central African Republic,0.3932584,0.8596491
34,CAF,Central African Republic,0.254386,0.7659574
35,CAF,Central African Republic,0.3163265,0.8271605
36,CAF,Central African Republic,0.1769912,0.814433
37,CAF,Central African Republic,0.1456954,0.9179104
38,CAF,Central African Republic,0.1557377,0.8545455
39,CAF,Central African Republic,0.1129032,0.8677686
40,CAF,Central African Republic,0.147651,0.8707483
41,CAF,Central African Republic,0.1523179,0.8133333
42,CAF,Central African Republic,0.1492537,0.7938931
43,CAF,Central African Republic,0.1060606,0.8897638
44,CAF,Central African Republic,0.0990991,0.8807339
45,CAF,Central African Republic,0.1547619,0.8809524
46,CAF,Central African Republic,0.1639344,0.85
47,CAF,Central African Republic,0.08888889,0.8571429
48,CAF,Central African Republic,0.1636364,0.7169811
49,CAF,Central African Republic,0.2745098,0.8571429
53,CAF,Central African Republic,0.1730769,0.8076923
58,CAF,Central African Republic,0.1492537,0.8636364
59,CAF,Central African Republic,0.1016949,0.862069
60,CAF,Central African Republic,0.08333333,0.9166667
61,CAF,Central African Republic,0.07142857,0.8658537
62,CAF,Central African Republic,0.04477612,0.8787879
63,CAF,Central African Republic,0.02564103,0.8717949
64,CAF,Central African Republic,0.04761905,0.9047619
65,CAF,Central African Republic,0.1509434,0.8679245
66,CAF,Central African Republic,0.3333333,0.6666667
67,CAF,Central African Republic,0.2045455,0.7857143
68,CAF,Central African Republic,0.6666667,0.3333333
69,CAF,Central African Republic,0.24,0.7432432
70,CAF,Central African Republic,0.2272727,0.6307692
71,CAF,Central African Republic,0.2424242,0.6769231
72,CAF,Central African Republic,0.1449275,0.8115942
73,CAF,Central African Republic,0.1309524,0.7195122
74,CAF,Central African Republic,0.1604938,0.6962025
75,CAF,Central African Republic,0.1346154,0.627451
76,CAF,Central African Republic,0.2045455,0.7333333
77,CAF,Central African Republic,0.2698413,0.7460317
78,CAF,Central African Republic,0.2,0.7076923
15,TCD,Chad,0.4851485,
16,TCD,Chad,0.4193548,
17,TCD,Chad,0.3170732,
18,TCD,Chad,0.4285714,
20,TCD,Chad,0.32,
21,TCD,Chad,0.2954545,
22,TCD,Chad,0.2807018,
23,TCD,Chad,0.275,
24,TCD,Chad,0.3255814,
25,TCD,Chad,0.4181818,
26,TCD,Chad,0.4313725,0.6808511
27,TCD,Chad,0.3809524,0.71875
28,TCD,Chad,0.2906977,0.8529412
29,TCD,Chad,0.1851852,0.8409091
30,TCD,Chad,0.2307692,0.8222222
31,TCD,Chad,0.2077922,0.828125
32,TCD,Chad,0.3820225,0.9032258
33,TCD,Chad,0.4509804,0.9104478
34,TCD,Chad,0.2991453,0.9361702
35,TCD,Chad,0.28125,0.9019608
36,TCD,Chad,0.1450382,0.9304348
37,TCD,Chad,0.1437908,0.9117647
38,TCD,Chad,0.1666667,0.8473282
39,TCD,Chad,0.09459459,0.8958333
40,TCD,Chad,0.1578947,0.8733333
41,TCD,Chad,0.170068,0.8231293
42,TCD,Chad,0.1357143,0.8970588
43,TCD,Chad,0.09302326,0.92
44,TCD,Chad,0.09821429,0.9272727
45,TCD,Chad,0.1463415,0.9390244
46,TCD,Chad,0.1285714,0.9275362
47,TCD,Chad,0.140625,0.8852459
48,TCD,Chad,0.1311475,0.8983051
50,TCD,Chad,0.2083333,0.8985507
51,TCD,Chad,0.2539683,0.8571429
52,TCD,Chad,0.1052632,0.7368421
53,TCD,Chad,0.1833333,0.7966102
54,TCD,Chad,0.1272727,0.8545455
55,TCD,Chad,0.0952381,0.952381
56,TCD,Chad,0.04761905,0.952381
57,TCD,Chad,0.09677419,0.9677419
58,TCD,Chad,0.0,1.0
59,TCD,Chad,0.05263158,0.9473684
60,TCD,Chad,0.0,1.0
61,TCD,Chad,0.125,0.8974359
62,TCD,Chad,0.1153846,0.8461538
63,TCD,Chad,0.04347826,0.6956522
64,TCD,Chad,0.04,0.92
65,TCD,Chad,0.25,1.0
66,TCD,Chad,0.2222222,0.8571429
67,TCD,Chad,0.1904762,0.725
68,TCD,Chad,0.07142857,0.8928571
69,TCD,Chad,0.2181818,0.8
70,TCD,Chad,0.1911765,0.761194
71,TCD,Chad,0.2083333,0.7464789
72,TCD,Chad,0.1587302,0.7936508
73,TCD,Chad,0.1219512,0.825
74,TCD,Chad,0.1481481,0.8227848
75,TCD,Chad,0.1666667,0.7804878
76,TCD,Chad,0.1866667,0.8157895
77,TCD,Chad,0.3164557,0.7564103
78,TCD,Chad,0.2533333,0.7567568
15,COG,Congo - Brazzaville,0.5061728,
16,COG,Congo - Brazzaville,0.4285714,
17,COG,Congo - Brazzaville,0.1764706,
18,COG,Congo - Brazzaville,0.4482759,
20,COG,Congo - Brazzaville,0.2222222,
21,COG,Congo - Brazzaville,0.175,
22,COG,Congo - Brazzaville,0.08163265,
23,COG,Congo - Brazzaville,0.3333333,
24,COG,Congo - Brazzaville,0.3448276,
25,COG,Congo - Brazzaville,0.2244898,
26,COG,Congo - Brazzaville,0.3663366,0.8604651
27,COG,Congo - Brazzaville,0.3258427,0.8088235
28,COG,Congo - Brazzaville,0.2790698,0.8382353
29,COG,Congo - Brazzaville,0.3013699,0.8363636
30,COG,Congo - Brazzaville,0.2962963,0.8157895
31,COG,Congo - Brazzaville,0.2027027,0.8793103
32,COG,Congo - Brazzaville,0.3043478,0.8333333
33,COG,Congo - Brazzaville,0.2826087,0.890625
34,COG,Congo - Brazzaville,0.146789,0.8736842
35,COG,Congo - Brazzaville,0.1485149,0.8588235
36,COG,Congo - Brazzaville,0.1157025,0.8796296
37,COG,Congo - Brazzaville,0.1025641,0.8705036
38,COG,Congo - Brazzaville,0.1006711,0.8235294
39,COG,Congo - Brazzaville,0.06081081,0.8333333
40,COG,Congo - Brazzaville,0.1059603,0.8322148
41,COG,Congo - Brazzaville,0.1126761,0.8028169
42,COG,Congo - Brazzaville,0.0962963,0.8473282
43,COG,Congo - Brazzaville,0.05660377,0.8627451
44,COG,Congo - Brazzaville,0.06185567,0.9052632
45,COG,Congo - Brazzaville,0.125,0.925
46,COG,Congo - Brazzaville,0.1636364,0.8867925
47,COG,Congo - Brazzaville,0.1842105,0.6571429
48,COG,Congo - Brazzaville,0.1818182,0.8679245
49,COG,Congo - Brazzaville,0.21875,0.8870968
50,COG,Congo - Brazzaville,0.2419355,0.8305085
51,COG,Congo - Brazzaville,0.2545455,0.7818182
52,COG,Congo - Brazzaville,0.1923077,0.8653846
53,COG,Congo - Brazzaville,0.2105263,0.7837838
54,COG,Congo - Brazzaville,0.1694915,0.7966102
55,COG,Congo - Brazzaville,0.2222222,0.8333333
56,COG,Congo - Brazzaville,0.08888889,0.9333333
57,COG,Congo - Brazzaville,0.09090909,0.8939394
58,COG,Congo - Brazzaville,0.1403509,0.875
59,COG,Congo - Brazzaville,0.06382979,0.9361702
60,COG,Congo - Brazzaville,0.05263158,0.9473684
61,COG,Congo - Brazzaville,0.07692308,0.8988764
62,COG,Congo - Brazzaville,0.05063291,0.8846154
63,COG,Congo - Brazzaville,0.06666667,0.8630137
64,COG,Congo - Brazzaville,0.1166667,0.8833333
65,COG,Congo - Brazzaville,0.1724138,0.8448276
66,COG,Congo - Brazzaville,0.1904762,0.8571429
67,COG,Congo - Brazzaville,0.1666667,0.796875
68,COG,Congo - Brazzaville,0.1355932,0.8983051
69,COG,Congo - Brazzaville,0.1621622,0.8630137
70,COG,Congo - Brazzaville,0.1666667,0.7605634
71,COG,Congo - Brazzaville,0.2,0.7101449
72,COG,Congo - Brazzaville,0.1294118,0.8352941
73,COG,Congo - Brazzaville,0.1111111,0.8227848
74,COG,Congo - Brazzaville,0.09722222,0.8591549
75,COG,Congo - Brazzaville,0.1612903,0.7540984
76,COG,Congo - Brazzaville,0.2156863,0.7884615
77,COG,Congo - Brazzaville,0.265625,0.7142857
78,COG,Congo - Brazzaville,0.2428571,0.7101449
15,COD,Congo - Kinshasa,0.6065574,
16,COD,Congo - Kinshasa,0.3857143,
17,COD,Congo - Kinshasa,0.3235294,
18,COD,Congo - Kinshasa,0.4666667,
20,COD,Congo - Kinshasa,0.3611111,
21,COD,Congo - Kinshasa,0.3469388,
22,COD,Congo - Kinshasa,0.3673469,
23,COD,Congo - Kinshasa,0.3265306,
24,COD,Congo - Kinshasa,0.3589744,
25,COD,Congo - Kinshasa,0.3833333,
