satisfied_democracy,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Somewhat satisfied,Somewhat favorable,Somewhat favorable,DK/Refused,United States,0.527150032922047,3.0,2.0,2.0,
Not too satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.94951751148311,4.0,1.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.04218447086608,6.0,2.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very bad,United States,1.18793274158158,1.0,1.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.400229307701395,3.0,1.0,4.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,1.34031456340819,6.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.91053073685042,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,1.0150221451667,4.0,3.0,3.0,4.0
Not too satisfied,Very favorable,Somewhat favorable,Very good,United States,0.50893083306512,4.0,1.0,2.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,DK/Refused,United States,0.53237157336273,3.0,1.0,3.0,
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.75290248783916,4.0,1.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat good,United States,0.961253089970325,6.0,3.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,1.18221204831873,3.0,1.0,3.0,1.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,1.04333854443936,6.0,4.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.860994026174199,3.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.512124747986801,6.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.770260645427048,3.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.393475518652945,3.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,2.80019261600677,6.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.78982671049144,3.0,1.0,3.0,1.0
Very satisfied,Somewhat favorable,Very favorable,Very good,United States,0.557641004418861,1.0,2.0,1.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.922064296974722,4.0,2.0,3.0,2.0
Not at all satisfied,Very unfavorable,Very unfavorable,Somewhat bad,United States,0.779831705966339,6.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.85450839228971,3.0,2.0,3.0,2.0
Very satisfied,Very favorable,DK/Refused,Very good,United States,1.13286594758131,1.0,1.0,,1.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.593849919492064,4.0,1.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.975994796994287,6.0,3.0,3.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.583742779264541,1.0,1.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.655055417897911,3.0,2.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.582699176069656,6.0,2.0,4.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.723015842997274,1.0,1.0,4.0,1.0
Not too satisfied,Very unfavorable,Somewhat favorable,Very bad,United States,0.565099594795022,4.0,4.0,2.0,4.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.55837767868915,1.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,2.53522273685256,6.0,2.0,3.0,4.0
Very satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.559319580037919,1.0,1.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.14982824276361,6.0,2.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.671232888812049,4.0,1.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,2.07941114521393,6.0,2.0,4.0,2.0
Not too satisfied,Very unfavorable,Very unfavorable,Somewhat bad,United States,0.421176640228653,4.0,4.0,4.0,3.0
Somewhat satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.443852308402888,3.0,3.0,4.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.1629362635673,3.0,1.0,4.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,3.30764918556825,4.0,3.0,2.0,2.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.478033499960945,6.0,2.0,4.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.531421695433393,1.0,1.0,3.0,3.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.95350250677475,4.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.548759828688879,3.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,2.56973637097005,3.0,2.0,4.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.604265940125288,6.0,1.0,3.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,2.688302930237,6.0,1.0,2.0,3.0
Somewhat satisfied,DK/Refused,DK/Refused,Somewhat bad,United States,1.11501758783055,3.0,,,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.74439089001744,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very good,United States,2.39823750493339,6.0,2.0,3.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,2.87263365348063,6.0,2.0,2.0,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,1.51856481492796,6.0,4.0,4.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.450967025606027,3.0,1.0,4.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.477551237316342,4.0,1.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.515423221627272,3.0,2.0,3.0,3.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.512535499950992,4.0,3.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.73170987956977,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.905681301868824,3.0,1.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.55931588108136,6.0,2.0,3.0,3.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,0.468110461552517,6.0,4.0,4.0,4.0
Not at all satisfied,Somewhat unfavorable,Somewhat favorable,Somewhat bad,United States,2.20476195275557,6.0,3.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.68815318901686,6.0,1.0,2.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,0.854250098958434,1.0,1.0,2.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,1.17363230874808,1.0,1.0,3.0,1.0
Very satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.706070191101408,1.0,2.0,2.0,2.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat bad,United States,1.57964854215704,4.0,2.0,,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.999523906579471,6.0,1.0,3.0,1.0
Very satisfied,Very favorable,Very favorable,Very good,United States,0.673096734823992,1.0,1.0,1.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.672464161399473,3.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.604833221018547,3.0,1.0,3.0,1.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.884774981553428,6.0,1.0,3.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.622432319694311,1.0,1.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.431383355043371,3.0,2.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.65974754683577,3.0,2.0,2.0,2.0
Not too satisfied,Somewhat favorable,Very favorable,Somewhat bad,United States,3.7911295495,4.0,2.0,1.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.87850644620185,3.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.49951254509189,3.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.761434701880472,3.0,2.0,2.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very bad,United States,0.331284988927965,3.0,1.0,4.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.29580424669894,4.0,2.0,4.0,3.0
Very satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.29822734167088,1.0,1.0,4.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.744589094419144,3.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.20217348988614,3.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.967326297725205,3.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,1.8424183363439,4.0,2.0,3.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.400229307701395,4.0,2.0,3.0,3.0
Somewhat satisfied,Very unfavorable,Very unfavorable,Very good,United States,0.649991036036864,3.0,4.0,4.0,1.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.90711116721698,1.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.3306495495,3.0,1.0,3.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,2.82540597074469,6.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.08368035421177,3.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.738112546411757,3.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.476750049701243,4.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.493587344703903,3.0,1.0,4.0,1.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.575844100869074,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.447297306525582,3.0,2.0,3.0,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.79521709226536,1.0,1.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,2.47282792548087,3.0,2.0,2.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.559186036488028,1.0,1.0,3.0,1.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.413411513940499,1.0,1.0,4.0,1.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,1.21006970811834,4.0,3.0,4.0,3.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.645550011005781,6.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.394065408678329,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.961360177723821,3.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,2.05791244186074,4.0,2.0,4.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.574342220538678,6.0,1.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.465337921871477,4.0,2.0,3.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.842065456291837,6.0,3.0,4.0,4.0
Very satisfied,Very favorable,Very favorable,Somewhat good,United States,1.21337616804773,1.0,1.0,1.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.529201692305939,1.0,1.0,4.0,1.0
DK/Refused,Very favorable,Somewhat favorable,Somewhat good,United States,0.896136457806794,,1.0,2.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,0.605279878032914,1.0,1.0,4.0,1.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Somewhat bad,United States,0.42855208971405,6.0,3.0,4.0,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.565099594795022,6.0,1.0,2.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.831800643655049,3.0,2.0,3.0,2.0
Somewhat satisfied,Somewhat favorable,DK/Refused,Very bad,United States,0.889286606260166,3.0,2.0,,4.0
Not at all satisfied,Very unfavorable,Somewhat unfavorable,Very bad,United States,0.492758575276305,6.0,4.0,3.0,4.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.623758915237631,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.11122768693937,3.0,1.0,2.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.843743196575557,4.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.882733282235666,4.0,2.0,2.0,3.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.909208711432901,6.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.515019261781722,3.0,2.0,2.0,2.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.08947103731416,1.0,1.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.971746877574484,6.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.796679843082943,6.0,1.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.827236024379351,4.0,2.0,3.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.28006312053544,1.0,1.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very good,United States,0.847971393369923,4.0,2.0,4.0,1.0
Not at all satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,2.53362367341755,6.0,1.0,2.0,3.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,2.13688356825877,4.0,3.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,0.525182705049444,3.0,1.0,2.0,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.912325302137026,4.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Very favorable,Very good,United States,0.99683412316175,3.0,1.0,1.0,1.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat good,United States,0.758859403336127,4.0,2.0,,2.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.840049751816201,1.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very good,United States,0.840049751816201,3.0,1.0,2.0,1.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.04934818342992,4.0,1.0,4.0,2.0
Not at all satisfied,Very unfavorable,Somewhat favorable,Somewhat bad,United States,2.75052743451145,6.0,4.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.60237692161841,3.0,1.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,DK/Refused,Very bad,United States,0.729900703214182,3.0,2.0,,4.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.692233147559219,6.0,1.0,4.0,4.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.96170141827185,1.0,1.0,4.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.982874998407091,4.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.479812303416971,3.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,0.827236024379351,4.0,2.0,4.0,4.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,2.67017497859177,4.0,1.0,4.0,3.0
Not at all satisfied,Somewhat favorable,DK/Refused,Somewhat bad,United States,0.469209728627757,6.0,2.0,,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.590181773055155,4.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.30841641293486,3.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.92593939272966,3.0,1.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.487375599537112,3.0,2.0,4.0,2.0
Very satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.02200750173682,1.0,2.0,3.0,2.0
Not too satisfied,Somewhat favorable,DK/Refused,Somewhat bad,United States,0.898641050693327,4.0,2.0,,3.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.877840483361572,6.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,1.18358103521495,3.0,1.0,4.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.744822998476852,3.0,1.0,3.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,1.10104736275035,1.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,2.53522273685256,3.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.01829431597617,3.0,1.0,4.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,1.27279840724765,6.0,3.0,4.0,4.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.0790724691227,3.0,1.0,3.0,2.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,3.7911295495,4.0,2.0,3.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.862969762040174,4.0,3.0,3.0,3.0
Very satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.11754565519876,1.0,1.0,2.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.547641522644953,6.0,1.0,4.0,3.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.766885665983742,6.0,2.0,4.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Very bad,United States,1.1357416641085,4.0,2.0,4.0,4.0
Very satisfied,Very favorable,Very favorable,Very good,United States,1.02413430523399,1.0,1.0,1.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,0.819738632900112,6.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.850697911755501,6.0,2.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.921583019220529,3.0,2.0,4.0,2.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very good,United States,2.75000098048961,3.0,2.0,3.0,1.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,3.29421147806487,4.0,2.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,0.461279917862014,3.0,1.0,2.0,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,3.17068724328543,3.0,1.0,2.0,3.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.904646702614441,6.0,1.0,3.0,4.0
Not at all satisfied,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.537581939305894,6.0,2.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,1.23079810092835,3.0,1.0,4.0,3.0
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.11122768693937,1.0,1.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,0.602082517162778,4.0,1.0,3.0,3.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,DK/Refused,United States,0.737038445705759,3.0,2.0,3.0,
Very satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.04398942125341,1.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat good,United States,0.845488436195619,4.0,1.0,4.0,2.0
Not too satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.543226835582407,4.0,3.0,4.0,4.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.21338965126671,4.0,1.0,3.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.978181618042143,3.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,0.558548900937214,6.0,2.0,2.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.531476095768559,3.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.758859403336127,3.0,2.0,2.0,2.0
Not at all satisfied,Somewhat unfavorable,Somewhat unfavorable,Very bad,United States,0.604833221018547,6.0,3.0,3.0,4.0
Not at all satisfied,Very favorable,DK/Refused,Somewhat good,United States,2.70351143365124,6.0,1.0,,2.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat good,United States,2.22874974284914,4.0,2.0,2.0,2.0
Not too satisfied,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,United States,0.648507487988526,4.0,3.0,3.0,3.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.03979626158503,4.0,2.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.64928465927597,4.0,2.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.905025965795736,3.0,1.0,2.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.16136941057362,3.0,1.0,3.0,3.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.986119103139784,3.0,1.0,3.0,2.0
Not too satisfied,Very favorable,Very unfavorable,Somewhat bad,United States,0.454132486257802,4.0,1.0,4.0,3.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.565144718466691,4.0,2.0,3.0,3.0
Not at all satisfied,Very favorable,DK/Refused,Somewhat good,United States,1.64301344596168,6.0,1.0,,2.0
Not too satisfied,Very favorable,Very favorable,Somewhat good,United States,0.860994026174199,4.0,1.0,1.0,2.0
Not at all satisfied,Somewhat unfavorable,Very unfavorable,Very bad,United States,0.424201684181339,6.0,3.0,4.0,4.0
Not too satisfied,Very favorable,DK/Refused,Somewhat bad,United States,0.804851382359825,4.0,1.0,,3.0
Not at all satisfied,Somewhat unfavorable,DK/Refused,Somewhat bad,United States,0.728236257985689,6.0,3.0,,3.0
Not at all satisfied,Very favorable,Somewhat favorable,Very good,United States,1.49721391524894,6.0,1.0,2.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.692955595924435,3.0,1.0,3.0,1.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.518402059685338,3.0,2.0,3.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,1.10833916465788,3.0,1.0,4.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,1.11122768693937,6.0,2.0,3.0,4.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.548087711121355,4.0,2.0,4.0,3.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat good,United States,1.61607653550271,3.0,1.0,2.0,2.0
Not too satisfied,Somewhat favorable,Very unfavorable,Somewhat bad,United States,1.34615032389492,4.0,2.0,4.0,3.0
Very satisfied,Very favorable,Very unfavorable,Very good,United States,1.11444239566729,1.0,1.0,4.0,1.0
Very satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.904646702614441,1.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.04849152098956,3.0,1.0,3.0,2.0
Very satisfied,Very favorable,Somewhat favorable,Very good,United States,0.779831705966339,1.0,1.0,2.0,1.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Very bad,United States,0.903102135646075,6.0,2.0,2.0,4.0
Not at all satisfied,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.704811706481154,6.0,2.0,3.0,4.0
Somewhat satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.845232957373866,3.0,2.0,3.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very good,United States,0.696392643821759,4.0,1.0,3.0,1.0
Somewhat satisfied,Very favorable,Somewhat favorable,Somewhat bad,United States,0.574280031077883,3.0,1.0,2.0,3.0
Somewhat satisfied,Very favorable,Very unfavorable,Very good,United States,0.385253189694048,3.0,1.0,4.0,1.0
Not too satisfied,Somewhat favorable,Somewhat unfavorable,Somewhat bad,United States,0.962866668439291,4.0,2.0,3.0,3.0
Not too satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,1.71068990455248,4.0,1.0,3.0,2.0
Not at all satisfied,Very favorable,Very unfavorable,Very bad,United States,0.75746964928327,6.0,1.0,4.0,4.0
Not at all satisfied,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.452859998678906,6.0,1.0,3.0,2.0
Not at all satisfied,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,1.02909687191965,6.0,2.0,2.0,3.0
Very satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.11602850518964,1.0,1.0,4.0,2.0
Somewhat satisfied,Very favorable,Very unfavorable,Somewhat good,United States,1.39556917292424,3.0,1.0,4.0,2.0
Not too satisfied,Very favorable,Somewhat unfavorable,Very bad,United States,0.471892810920617,4.0,1.0,3.0,4.0
Very satisfied,Very favorable,DK/Refused,Somewhat good,United States,0.673465746312378,1.0,1.0,,2.0
Somewhat satisfied,Very favorable,Somewhat favorable,Very bad,United States,1.10105458504345,3.0,1.0,2.0,4.0
Not at all satisfied,Very unfavorable,Very unfavorable,Very bad,United States,1.44024107859817,6.0,4.0,4.0,4.0
